conglome,vivienda,hogar,codperso,ing_laboral,internet,uso_avanzado,joven,mujer
015501,017,11,01,962,1,0,0,0
015501,020,11,01,20324,1,1,0,0
015501,101,11,01,21647,1,1,0,0
015502,089,11,01,2988,1,0,0,0
015502,090,11,01,1793,1,0,0,0
015502,093,11,01,1195,1,0,0,0
015504,026,11,01,13215,1,1,0,1
015504,026,11,02,9611,1,1,1,1
015504,028,11,04,18200,1,1,0,1
015504,080,11,02,6270,1,0,0,0
015504,080,11,03,8360,1,0,1,0
015504,083,11,01,23126,1,1,0,0
015504,083,11,02,27751,1,1,0,1
015504,084,11,01,3604,1,0,0,0
015504,086,11,02,15978,1,1,0,0
015505,024,11,01,9389,1,1,0,0
015505,055,11,01,6648,1,1,0,1
015505,075,11,01,9401,1,0,0,0
015505,075,11,03,12979,1,1,1,0
015505,085,11,02,4161,1,0,0,1
015506,042,11,01,717,1,1,0,0
015506,042,11,02,5976,1,1,0,1
015506,072,11,01,4661,1,0,0,0
015507,155,11,02,3607,1,1,1,0
015508,011,11,01,1799,0,0,1,0
015508,012,11,01,2999,0,0,0,0
015508,145,11,02,2399,1,0,0,0
015508,147,11,01,1799,1,0,0,0
015508,147,11,04,1199,1,0,0,0
015509,049,11,02,4805,1,0,0,0
015509,049,11,03,9611,1,1,1,1
015509,049,11,04,1802,1,1,1,0
015509,051,11,01,24027,1,1,0,0
015509,140,11,01,16639,1,0,0,0
015509,141,11,01,21624,1,0,0,0
015509,143,11,03,8360,1,0,1,0
015509,144,11,03,18381,1,1,1,0
015510,003,11,01,10211,1,1,0,0
015510,003,11,02,2078,1,0,0,1
015511,053,11,01,1446,1,0,0,0
015511,055,11,01,12052,1,1,0,0
015511,113,11,01,723,1,0,0,0
015511,115,11,01,26009,1,1,1,0
015511,115,11,02,121,1,1,1,1
015512,019,11,01,7796,1,0,0,0
015512,061,11,01,22108,1,1,0,0
015512,061,11,02,7197,1,1,0,1
015512,061,11,03,7803,1,1,1,0
015512,072,11,02,19011,1,1,0,1
015513,012,11,01,12555,1,1,0,0
015513,012,11,02,9621,1,1,0,1
015513,068,11,01,29404,1,1,0,0
015513,068,11,03,24293,1,1,1,0
015513,068,11,04,4810,1,1,1,0
015514,026,11,01,4184,1,1,0,0
015514,140,11,01,2391,1,1,0,0
015515,120,11,03,3346,1,1,1,0
015516,003,11,03,2405,1,0,1,0
015516,004,11,01,10725,0,1,0,1
015517,076,11,01,21864,1,1,0,0
015517,169,11,01,41408,0,1,0,0
015517,169,11,03,18260,0,1,1,1
015517,172,11,01,18741,1,1,0,0
015518,025,11,01,1931,1,1,0,0
015518,025,11,02,6033,1,1,1,1
015518,084,11,01,1448,1,0,0,0
015519,017,11,01,2403,1,1,0,0
015519,060,11,03,10812,1,1,1,1
015519,075,11,01,5046,1,1,0,1
015519,090,11,01,10812,1,1,0,0
015519,147,11,03,1442,1,1,1,1
015520,005,11,01,11088,1,1,0,0
015520,071,11,01,4821,1,0,0,0
015520,074,11,02,7803,1,1,1,0
015521,012,11,01,1199,1,1,0,0
015521,161,11,02,2879,1,1,1,0
015522,041,11,01,17931,1,0,0,0
015522,041,11,03,7171,1,1,1,1
015522,099,11,04,4183,1,1,1,1
015522,100,11,03,9562,1,1,1,0
015523,077,11,01,6012,1,0,0,0
015523,220,11,01,2886,1,0,0,0
015523,220,11,03,2883,1,1,1,0
015524,032,11,02,3104,1,0,0,1
015524,098,11,01,14338,1,0,0,1
015524,100,11,03,6208,1,1,1,1
015525,034,11,01,31863,1,1,0,0
015525,034,11,02,16707,1,1,0,0
015525,065,11,01,34072,1,1,0,0
015525,065,11,03,16707,1,1,1,0
015525,065,11,04,9292,1,1,1,0
015525,065,11,05,24780,1,1,0,0
015525,065,11,06,21481,1,1,1,0
015525,065,11,07,17901,1,1,1,1
015525,065,11,08,23868,1,1,1,1
015525,111,11,02,35682,1,1,1,1
015526,094,11,01,12282,1,1,1,0
015526,138,11,03,8388,1,1,0,1
015527,002,11,03,25289,1,1,0,1
015527,036,11,03,20959.207,1,0,0,1
015527,050,11,02,32796,1,1,0,1
015527,050,11,03,26317,1,1,1,1
015527,080,11,01,37632,1,1,0,0
015527,080,11,02,11605,1,1,0,1
015527,158,11,01,6661.7495,1,1,1,1
015527,158,11,03,13600,1,1,0,0
015527,158,11,07,13629.798,1,1,0,0
015528,009,11,03,37852,1,1,0,0
015528,009,11,04,28690,1,1,0,1
015528,009,11,05,37852,1,1,0,0
015528,028,11,01,10815,1,1,0,0
015528,060,11,01,24888,1,1,0,0
015528,060,11,02,15289,1,1,0,1
015528,076,11,01,31219,1,1,0,0
015528,076,11,02,21630,1,1,0,0
015529,034,11,01,12510,1,0,0,0
015529,034,11,02,18765,1,1,0,1
015529,034,11,03,14379,1,1,0,1
015529,060,11,01,42418,1,1,0,1
015529,073,11,02,9586,1,1,0,1
015529,093,11,01,15637,1,1,0,0
015529,093,11,02,17974,1,1,0,1
015529,093,11,03,9586,1,1,1,1
015530,010,11,04,18809.797,1,1,0,0
015530,010,11,06,15787,1,1,0,0
015530,010,11,07,20368.352,1,1,1,1
015530,030,11,01,40545,1,1,0,0
015530,069,11,06,7176,1,1,1,1
015530,088,11,02,10865,1,0,0,1
015530,105,11,04,2587,1,0,0,1
015530,123,11,01,10788,1,1,0,1
015530,123,11,02,35881,1,1,0,0
015530,123,11,03,3622,1,1,1,0
015531,011,11,03,18837,1,1,0,0
015531,049,11,01,15697,1,1,0,0
015531,067,11,02,19005,1,0,0,1
015531,125,11,01,21351,1,1,0,0
015531,125,11,03,9382,1,1,0,1
015532,014,11,02,12617,1,1,1,0
015532,034,11,02,38459,1,1,0,1
015532,045,11,01,10719,1,1,0,1
015533,068,11,01,8420,1,1,0,0
015533,068,11,02,37758.715,1,1,1,0
015533,086,12,03,14522,1,1,0,1
015533,086,22,01,10650,1,1,0,0
015533,086,22,02,15975,1,1,0,1
015533,121,11,01,20835,1,1,1,0
015533,138,11,01,14740,1,1,0,0
015533,138,11,02,9022,1,1,0,1
015533,155,11,01,18952,1,1,0,0
015534,019,11,01,31469,1,1,1,0
015534,040,11,01,20795,1,0,0,0
015534,082,11,03,2390,1,1,1,0
015534,165,11,01,11951,1,1,0,1
015534,185,11,01,5167,0,0,0,1
015535,020,11,01,12255,1,1,0,0
015535,039,11,01,15720,1,1,1,1
015535,053,11,01,18165,1,1,0,0
015535,069,11,02,13079,1,1,0,0
015535,126,11,02,22622,1,1,1,1
015535,126,11,05,18904,1,1,0,0
015535,126,11,08,10814,1,1,1,1
015536,002,11,02,4835,1,1,0,1
015536,002,11,03,8659,1,1,1,0
015536,002,11,04,12089,1,1,1,0
015536,002,11,05,9465,1,1,1,1
015536,083,11,01,29448,1,1,0,0
015536,131,11,02,26293,1,1,1,0
015536,131,11,03,5464,1,1,1,1
015537,022,11,01,20931,1,1,0,0
015537,022,11,02,31396,1,1,0,1
015537,022,11,04,10465,1,1,1,0
015537,034,11,01,30073,1,1,0,1
015537,034,11,02,36088,1,1,1,0
015537,049,11,01,95512,1,1,0,0
015537,049,11,03,10730,1,0,0,1
015537,091,11,01,97437,1,1,0,0
015537,091,11,03,18044,1,1,0,0
015538,013,11,01,31608,1,1,0,0
015538,013,11,02,5450,1,1,0,1
015538,048,11,01,12102,1,1,0,1
015538,048,11,04,19247,1,1,0,0
015538,064,11,01,7336,1,1,0,1
015538,081,11,01,10802,1,1,1,0
015538,100,11,02,10802,1,1,1,0
015538,149,11,01,28338,1,1,0,1
015538,167,11,01,18419,1,1,0,0
015538,167,11,03,15626,1,1,1,1
015539,007,11,01,21633,1,1,0,0
015539,025,11,01,44341,1,1,0,0
015539,025,11,03,6245,1,1,1,0
015539,061,11,03,7210,1,1,1,1
015539,079,11,03,48066,1,1,0,1
015539,079,11,04,9945,1,1,0,0
015539,097,11,01,12617,1,1,0,1
015539,097,11,02,6008,1,1,1,0
015539,097,11,03,11079,1,1,0,1
015539,114,12,01,21630,1,1,0,0
015539,114,22,01,31363,1,1,0,0
015539,114,22,04,12016,1,1,1,0
015539,148,11,02,18343.088,1,1,1,1
015540,007,11,01,15521,1,1,0,0
015540,007,11,02,12558,1,1,0,1
015540,007,11,04,14950,1,1,1,0
015540,019,11,03,4712,1,1,1,0
015540,059,11,01,7243,1,1,0,0
015540,072,11,01,15787,1,1,0,1
015540,072,11,02,15309,1,1,1,0
015540,084,11,01,15521,1,0,0,0
015541,010,11,02,12547,1,1,1,1
015541,010,11,03,12547,1,1,1,1
015541,055,11,03,15023,1,1,0,1
015541,101,11,02,43867,1,1,0,0
015541,101,11,03,30046,1,1,1,1
015541,114,11,01,8653,1,0,0,1
015541,126,11,02,10696,1,1,0,1
015541,126,11,04,24037,1,1,0,1
015541,126,11,05,6031.3071,1,1,1,1
015541,126,11,07,20789.867,1,1,0,1
015541,126,11,08,6031.3071,1,1,1,1
015542,039,11,01,5956,1,1,0,1
015542,057,11,01,6578,1,0,0,1
015542,075,11,01,20263,1,1,0,0
015542,075,11,02,10694,1,1,1,0
015542,091,22,01,19715,1,1,0,0
015542,091,22,02,14352,1,1,0,1
015542,108,11,03,22131,1,1,0,1
015542,138,11,02,13143.374,1,1,0,1
015542,151,11,01,23992,1,1,0,0
015542,151,11,03,17940,1,1,1,1
015543,007,11,02,36055,1,1,1,0
015543,007,11,03,18028,1,1,1,0
015543,018,11,01,14422,1,0,0,0
015543,041,11,03,12619,1,1,1,1
015543,041,11,04,10997,1,1,1,0
015543,041,11,09,14703.68,1,1,1,0
015543,041,11,11,12619,1,1,1,1
015543,086,11,04,15023,1,1,1,0
015543,097,11,01,14422,1,1,1,0
015544,022,11,01,6008,1,1,0,1
015544,022,11,06,21630,1,1,1,0
015544,031,11,01,10574,1,1,0,1
015544,031,11,02,36428,1,1,0,0
015544,031,11,06,10094,1,1,0,0
015544,041,11,02,15612,1,1,0,1
015544,050,11,01,1202,1,1,0,1
015544,069,11,01,15621,1,1,0,0
015545,035,11,01,20975,1,1,0,0
015545,048,11,03,17021,1,1,1,0
015545,057,11,01,17304,1,1,1,0
015545,106,11,01,5244,1,0,0,0
015545,106,11,03,20975,1,1,1,1
015546,006,11,01,14338,1,1,1,1
015546,015,11,01,17671,1,1,1,0
015546,031,11,01,13513,1,1,1,0
015546,042,11,01,4140,1,1,0,1
015546,042,11,04,2587,1,1,1,1
015546,042,11,06,5974,1,1,1,1
015546,043,11,01,54842,1,1,0,0
015546,043,11,02,39511,1,1,0,0
015547,008,11,03,29746,1,1,0,0
015547,023,12,01,36596,1,1,0,0
015547,023,22,02,43736,1,1,1,1
015547,023,22,03,7783,1,1,1,1
015547,036,11,01,48716,1,1,0,1
015547,036,11,02,31395,1,1,1,0
015547,045,11,01,14434,1,1,0,1
015547,126,11,01,10825,1,1,1,1
015548,002,11,01,3584,1,1,0,0
015548,018,11,05,10756,1,1,0,1
015548,044,11,01,19122,1,1,0,1
015548,044,11,02,10756,1,1,1,0
015548,054,11,01,14342,1,1,0,0
015548,062,12,02,69114,1,1,0,0
015548,092,11,01,35701,1,1,0,0
015549,020,11,01,9732,1,1,0,1
015549,020,11,02,15638,1,1,1,1
015549,037,11,03,9623,1,1,1,1
015549,080,11,01,92625,1,1,0,0
015549,094,11,02,34380,1,1,0,0
015550,056,11,01,29349,1,1,0,0
015550,088,11,01,28255,1,1,0,0
015551,012,11,01,10487,0,1,0,1
015551,012,11,02,12110,0,1,0,0
015551,074,11,02,13100,1,0,0,0
015551,095,11,05,18165,1,1,1,1
015552,001,11,02,7768,1,1,1,0
015552,020,11,01,39075,1,1,0,0
015552,020,11,02,32952,1,1,0,1
015552,020,11,03,11383,1,1,0,0
015552,044,11,02,11383,1,1,0,1
015552,044,11,03,11743,1,1,1,0
015552,044,11,06,11384,1,1,0,1
015552,060,11,03,4143,1,1,1,0
015552,069,12,04,20969,1,1,0,0
015552,069,22,01,12282,1,1,0,1
015552,081,11,04,4793,1,1,1,1
015553,024,11,01,27659,1,1,0,0
015553,024,11,03,14506,1,1,1,0
015553,024,11,04,6286,1,1,1,1
015553,046,11,01,16924,1,1,0,1
015553,066,11,01,30222,1,1,0,0
015553,066,11,03,12391,1,1,1,0
015553,096,11,01,18133,1,1,0,0
015553,096,11,02,3146,1,1,0,1
015553,114,11,01,38684,1,1,0,1
015553,114,11,03,12693,1,1,1,1
015553,174,11,01,4719,1,1,0,1
015553,174,11,02,10819,1,1,0,0
015553,174,11,03,12391,1,1,1,1
015553,202,11,04,6044,1,0,0,1
015553,244,11,01,15731,1,1,0,0
015554,017,11,01,5162,1,1,0,0
015554,036,11,03,23050.609,1,1,0,0
015555,007,12,01,4183,1,1,0,1
015555,056,11,01,4835,0,0,0,0
015555,074,11,01,10843,1,1,0,1
015555,074,11,02,13636,1,1,1,1
015555,090,11,01,13983.075,1,1,0,0
015555,107,12,01,13660,1,1,0,0
015556,011,11,01,13993,1,1,0,0
015556,028,11,01,24877,1,1,0,0
015556,048,11,02,10764,1,1,0,1
015557,043,11,02,8423,1,1,0,1
015557,058,11,02,4357,1,1,1,0
015557,103,11,01,13022,1,1,0,1
015557,119,11,01,55324.961,1,1,0,0
015557,119,11,02,19000,1,1,0,1
015558,006,11,01,23433,1,1,0,0
015558,018,11,02,37977,1,1,0,1
015558,030,11,01,97862,1,1,1,0
015558,030,11,02,50742,1,1,1,1
015558,041,11,01,22646,1,1,0,1
015558,054,11,01,80169,1,1,0,0
015558,079,11,01,65274,1,1,0,1
015559,009,11,01,34001,1,1,0,0
015559,009,11,02,24644,1,1,0,1
015559,024,11,01,107405,1,1,0,0
015559,050,11,01,10661,1,1,0,1
015559,098,11,01,36422,1,1,0,0
015559,098,11,02,31193,1,1,0,1
015559,141,11,03,33272,1,1,0,1
015559,141,11,04,18716,1,1,0,0
015559,155,11,01,10645,1,1,0,0
015560,010,11,01,60082,1,1,0,1
015560,010,11,02,73300,1,1,0,0
015560,010,11,03,15621,1,1,1,0
015560,028,11,03,31783,1,1,0,1
015560,028,11,04,20909,1,1,0,0
015560,046,11,01,12617,1,1,0,0
015560,066,11,03,20744.703,1,1,1,1
015560,066,11,04,11183.964,1,1,1,0
015560,081,11,02,12257,1,1,0,1
015560,099,11,03,21870,1,1,0,0
015560,099,11,04,21630,1,1,0,1
015561,005,11,02,15698,1,1,0,0
015561,084,11,01,20895,1,1,0,0
015561,106,11,01,6652,1,1,0,1
015561,106,11,02,10730,1,1,1,1
015562,025,11,01,12317,1,0,0,1
015562,025,11,02,14420,1,1,1,0
015562,025,11,03,12490,1,1,1,1
015562,062,11,03,13010,1,1,0,0
015562,079,11,03,17016.982,1,1,0,1
015563,033,11,01,5976,1,1,0,1
015563,071,11,01,20795,1,1,1,1
015563,071,11,02,14401,1,1,1,1
015563,090,11,04,7768.2241,1,0,0,0
015563,128,11,01,59757,1,1,0,1
015563,128,11,02,17927,1,1,0,0
015564,009,11,01,13527,1,1,0,1
015564,009,11,03,31216,1,1,1,0
015564,009,11,04,20811,1,1,1,0
015564,026,11,03,26013,1,1,1,1
015564,057,11,02,18777,1,1,1,1
015565,035,11,01,11948,1,1,0,1
015565,035,11,02,17767,1,1,1,0
015565,075,11,01,7009,1,1,0,1
015565,075,11,03,16589,1,1,1,1
015565,095,11,02,3305,1,1,1,0
015565,135,11,04,14400,1,1,1,1
015566,011,11,03,14584,1,1,1,1
015566,031,11,01,10973,1,1,0,0
015566,031,11,02,10456,1,1,0,1
015566,065,11,03,9615,1,1,1,1
015566,073,11,01,52521,1,1,0,1
015566,073,11,02,26200,1,1,0,0
015567,007,11,01,1684,1,0,0,0
015567,074,11,01,12991,1,1,0,0
015567,074,11,02,23456,1,1,0,0
015567,074,11,03,23576,1,1,1,0
015567,114,11,02,12029,1,1,0,0
015567,134,11,01,10585,1,1,0,0
015567,134,11,03,12029,1,1,1,1
015567,134,11,04,21271.461,1,1,1,1
015568,012,11,01,8229,1,1,0,1
015568,012,11,02,2904,1,1,0,0
015568,040,11,01,15626,1,1,0,0
015568,040,11,02,15626,1,1,0,1
015568,098,11,01,12501,1,1,0,1
015568,098,11,02,28127,1,1,0,0
015568,113,11,01,38726,1,1,1,0
015569,049,11,01,26140,1,1,0,0
015569,082,11,01,10973,1,1,0,1
015569,082,11,02,25095,1,1,0,1
015569,114,11,01,55693,1,1,0,0
015569,114,11,02,7812,1,1,0,1
015569,135,11,03,12547,1,1,1,0
015570,016,22,03,33646,1,1,0,0
015570,016,22,04,12317,1,1,1,1
015570,016,22,06,13218,1,1,1,0
015570,070,11,01,19827,1,1,0,0
015570,070,11,02,9132,1,1,0,1
015570,070,11,03,38452,1,1,0,0
015570,070,11,04,1562,1,1,1,0
015570,126,11,02,12016,0,1,0,1
015570,162,11,01,24033,1,1,0,1
015570,162,11,02,56717,1,1,0,0
015570,181,11,02,32034.018,1,1,0,1
015571,006,11,02,29500,1,1,0,0
015571,063,11,03,22125,1,1,0,1
015571,091,11,02,14532,1,1,1,1
015571,119,11,01,27793,1,1,0,0
015572,011,11,01,10529,1,1,0,1
015572,079,11,01,70917,1,1,0,0
015572,093,11,01,17427,1,1,0,0
015573,016,11,02,12510,1,1,1,0
015573,106,11,01,12126,1,1,0,1
015573,106,11,03,12282,1,1,1,1
015573,151,11,01,15637,1,1,0,1
015573,151,11,04,11144,1,1,1,1
015574,016,11,01,24973,1,1,0,1
015574,016,11,02,18419,1,1,0,0
015574,051,11,01,139197,1,1,0,0
015574,051,11,02,33933,1,1,0,1
015574,051,11,03,41221,1,1,0,0
015574,051,11,04,13459.426,1,1,1,1
015574,070,11,01,59024,1,1,0,0
015574,085,11,01,15533,1,1,0,0
015574,102,11,01,11601,1,1,0,1
015574,120,11,01,38951,1,1,0,0
015574,120,11,02,29393,1,1,0,1
015574,185,11,01,5741,1,1,0,1
015574,185,11,02,14352,1,1,1,0
015575,017,11,02,8180,1,1,0,0
015575,037,11,01,16943,1,1,0,1
015575,056,11,01,36911,1,1,0,0
015575,076,11,01,13232,1,1,0,0
015575,076,11,02,5209,1,1,0,1
015575,096,11,01,4357,1,1,0,1
015575,096,11,02,14522,1,1,1,0
015576,048,11,01,31491,1,1,0,0
015576,048,11,04,7176,1,0,0,0
015576,087,11,01,24833,1,1,0,0
015576,141,11,01,20850,1,1,1,0
015576,141,11,03,45534,1,1,1,0
015577,008,11,01,31131,1,1,0,0
015577,008,11,05,7819,1,1,1,1
015577,020,11,01,14422,1,1,1,0
015577,032,11,01,5208,1,1,0,1
015577,082,11,02,21573,1,1,0,0
015577,094,11,01,23196,1,1,0,0
015578,001,11,01,725,1,1,0,1
015578,010,11,01,14506,1,1,0,1
015578,025,11,01,27502,1,1,0,0
015578,025,11,03,29617,1,1,1,1
015578,039,11,02,31430,1,1,1,0
015578,063,11,01,12693,1,1,0,1
015578,063,11,02,24177,1,1,0,0
015579,004,11,01,21512,1,1,0,0
015579,017,11,01,14342,1,1,0,0
015579,017,11,02,10756,1,1,1,1
015579,026,11,01,23253,1,1,0,1
015579,037,11,01,16636,1,1,0,0
015579,037,11,02,5976,1,1,0,1
015579,044,11,01,20669,1,1,0,0
015580,007,11,02,15624,1,1,0,0
015580,019,11,01,30046,1,1,0,0
015580,030,11,02,21153,1,1,0,1
015580,043,11,01,4807,1,1,1,0
015580,081,11,03,52872,1,1,1,0
015580,098,11,03,60082,1,1,0,0
015580,119,11,01,24037,1,1,1,0
015581,009,11,01,31505,1,1,1,0
015581,009,11,02,23903,1,1,1,1
015581,028,11,01,24142,1,1,0,0
015581,028,11,02,25098,1,1,0,1
015581,086,11,03,71603,1,1,0,0
015581,105,11,01,20413,1,1,0,0
015581,105,11,02,34061,1,1,0,1
015581,124,11,01,35802,1,1,1,0
015582,010,11,02,18636.211,1,1,1,0
015582,010,11,03,14506,1,1,1,1
015582,050,12,01,37233,1,1,0,0
015582,050,22,01,18085,1,1,0,0
015582,070,11,01,24782,1,1,0,0
015582,070,11,03,14434.156,1,1,1,1
015582,151,11,01,80268,1,1,0,0
015583,093,11,01,20795,1,1,0,0
015583,130,11,02,16636,1,1,0,0
015584,027,11,01,17671,1,1,0,0
015584,027,11,03,14338,1,1,1,0
015584,027,11,04,9315,1,1,1,0
015584,027,11,05,12247,1,1,1,1
015584,121,11,02,3880,1,1,1,0
015585,071,11,01,12404,1,1,0,1
015585,084,11,01,19247,1,1,0,0
015585,084,11,02,10778,1,1,0,1
015585,084,11,05,12703,1,1,1,1
015585,100,11,01,21057,1,1,0,0
015585,100,11,02,33885,1,1,0,1
015586,012,11,03,10816,1,1,0,1
015586,012,11,04,10553,1,1,1,0
015586,069,11,05,10816,1,1,0,1
015586,126,11,01,15525,1,0,0,1
015587,013,11,04,26927,1,1,1,0
015587,053,11,02,37502,1,1,0,0
015587,066,11,02,15793,1,1,1,1
015587,092,11,02,14401,1,1,1,0
015587,092,11,03,21783,1,1,1,0
015588,001,11,01,14528,1,1,0,0
015588,001,11,02,7264,1,0,0,1
015588,018,11,01,15637,1,1,0,1
015588,018,11,02,5188,1,1,1,0
015588,052,11,01,12452,1,1,0,1
015588,052,11,02,50364,1,1,1,1
015588,069,11,01,11959,1,1,0,1
015588,103,11,03,17746,1,1,0,1
015589,071,11,01,12510,1,1,0,0
015589,085,11,01,13503,1,1,0,0
015589,097,11,01,23965,1,1,0,0
015589,097,11,03,23920,1,1,0,0
015589,097,11,04,33551,1,1,0,0
015591,015,11,01,14067,1,1,0,0
015591,030,11,02,37529,1,1,0,0
015591,030,11,04,9586,1,1,1,1
015591,067,11,02,5752,1,0,0,0
015591,067,11,03,41220,1,1,0,0
015591,067,11,04,15536,1,1,1,0
015591,086,11,01,31216,1,1,0,0
015591,104,11,02,26362,1,1,1,0
015591,104,11,03,36487,1,1,1,1
015592,023,11,01,44765,1,1,0,0
015592,023,11,04,23272,1,1,1,1
015592,055,11,01,33946,1,1,0,0
015592,055,11,02,36850,1,1,0,1
015593,012,11,01,25991,1,1,0,0
015593,023,11,02,17304,1,1,1,1
015593,031,11,02,41817,1,1,0,1
015593,056,11,02,19226,1,1,0,0
015593,079,11,02,7210,1,1,1,1
015593,110,11,01,137948,1,1,0,0
015593,110,11,03,47465,1,1,0,0
015593,120,11,01,3785,1,1,1,1
015594,015,11,02,16946,1,1,1,1
015594,030,11,02,12029,1,1,1,1
015594,030,11,03,11502,1,1,1,0
015594,045,11,01,78120,1,1,0,0
015594,060,11,01,3005,1,1,0,1
015594,060,11,04,7527.6318,1,1,0,0
015594,075,11,02,13593,1,1,0,1
015594,075,11,03,21791,1,1,0,0
015594,090,11,01,41860,1,1,0,0
015595,006,11,02,10753,1,1,0,1
015595,006,11,03,20790,1,1,1,0
015595,078,11,01,22630.744,1,1,0,0
015595,096,11,02,20790,1,1,1,0
015596,060,11,01,24540,1,1,0,1
015596,060,11,02,10971,1,1,1,0
015596,060,11,03,16841,1,1,1,0
015596,113,11,02,12761,1,0,0,0
015596,131,11,02,9022,1,1,1,0
015597,021,11,01,13232,1,1,0,1
015597,034,11,01,19247,1,1,0,0
015597,061,11,03,12330,1,1,0,0
015597,061,11,04,10730,1,1,1,1
015597,102,11,02,14569,1,0,0,1
015597,102,11,03,12330,1,1,1,1
015598,008,11,01,6044,1,0,0,1
015598,008,11,03,10880,1,1,0,0
015598,064,11,01,28316,1,1,0,0
015598,083,11,01,9671,1,1,0,0
015598,083,11,02,10396,1,0,0,1
015598,083,11,03,87912.508,1,1,1,0
015599,037,11,01,31147,1,1,0,0
015599,037,11,02,23868,1,1,0,1
015599,050,11,01,25956,1,1,0,1
015599,050,11,02,18688,1,1,0,0
015599,064,11,01,3876,1,0,0,1
015599,077,11,02,8354,1,1,0,1
015599,104,11,01,12232,1,1,0,1
015599,104,11,02,15574,1,1,1,0
015600,009,11,02,15731,1,1,1,1
015600,064,11,01,10880,1,1,0,0
015600,078,11,03,12585,1,1,1,1
015601,030,11,01,15817,1,0,0,1
015601,030,11,03,16780,1,1,1,0
015601,062,11,03,19246,1,1,0,0
015601,078,11,01,3127,0,0,0,1
015601,120,11,01,16776,0,0,0,0
015602,079,11,01,7866,1,1,0,0
015603,120,11,03,11499,1,1,1,0
015604,021,11,01,13232,1,1,0,0
015604,021,11,03,24073.398,1,1,0,1
015604,021,11,04,56395.785,1,1,0,0
015604,079,11,01,38590,1,1,0,0
015604,079,11,02,31276,1,1,0,1
015604,144,11,01,5203,1,1,0,1
015604,144,11,02,20931,1,1,0,0
015605,003,11,02,13687,1,1,1,1
015605,003,11,03,7813,1,1,1,0
015605,009,11,01,29045,1,1,0,0
015605,009,11,02,20835,1,1,0,1
015605,009,11,06,8471,1,1,1,0
015605,022,11,01,29480,1,1,0,0
015605,022,11,02,3906,1,1,0,1
015605,031,11,02,3125,1,1,0,1
015605,064,11,02,12404,1,1,0,1
015605,064,11,03,12634,1,1,1,1
015605,074,11,01,37903,1,1,0,1
015605,074,11,03,10795,1,1,1,1
015605,078,11,02,26624,1,1,0,1
015606,062,11,01,13983,1,1,0,1
015607,050,11,02,33369,1,1,1,0
015607,137,11,01,12018,1,1,0,0
015607,137,11,02,41639,1,1,0,1
015607,171,11,01,7190,1,1,0,0
015607,188,11,01,13996,1,1,0,1
015607,188,11,02,27974.127,1,1,0,0
015608,085,11,03,5203,1,1,1,0
015608,120,11,01,15638,1,1,0,0
015608,135,11,03,12330,1,1,0,1
015608,151,11,01,15609,1,1,0,0
015608,151,11,02,4812,1,1,1,0
015608,151,11,06,1083,1,1,0,1
015609,007,11,02,10928,1,0,0,0
015609,011,11,01,16727,1,1,0,0
015609,011,11,02,10719,1,1,0,1
015609,011,11,03,10719,1,1,1,0
015609,106,11,01,10719,1,1,0,0
015610,024,11,01,18750,1,1,0,0
015610,024,11,03,11951.001,1,1,1,1
015610,024,11,04,4167,1,1,1,1
015610,024,11,05,10817,1,1,0,0
015610,036,11,02,24033,1,1,0,0
015610,081,11,01,7210,1,1,0,1
015611,019,11,03,12391,1,1,1,1
015611,040,11,01,21179.154,1,1,0,0
015611,040,11,02,6055,1,1,0,1
015612,003,11,01,11000,1,1,0,0
015612,003,11,02,10465,1,1,0,1
015612,003,11,03,5179,1,1,1,0
015612,003,11,04,24858,1,1,1,0
015612,013,11,01,31073,1,1,0,0
015612,013,11,02,15338,1,1,0,1
015612,022,11,01,18644,1,1,0,0
015612,022,11,02,7768,1,1,0,1
015612,022,11,03,3107,1,1,1,1
015612,032,11,01,17974,1,1,0,0
015612,062,11,01,10784,1,1,0,0
015612,062,11,03,11863,1,1,1,1
015612,070,11,05,18126,1,1,0,0
015613,105,11,01,35948,1,1,0,0
015613,116,11,01,40741,1,1,0,0
015613,116,11,02,41939,1,1,0,1
015614,011,11,01,20103,1,1,0,1
015614,079,11,01,14522,1,1,0,1
015614,079,11,03,12643,1,1,1,0
015614,121,11,02,13176,1,1,0,1
015615,012,11,02,2406,1,1,0,0
015615,117,11,02,15894.091,1,1,0,1
015615,155,11,01,17018,1,1,0,0
015615,190,11,01,21050,1,1,0,0
015615,190,11,03,10826,1,1,1,1
015615,190,11,04,13232,1,1,1,0
015616,010,11,02,12102,1,1,0,1
015616,042,11,01,30255,1,1,0,1
015616,077,11,02,31586,1,1,0,0
015616,077,11,03,16846,1,1,0,1
015616,077,11,04,21057,1,1,0,1
015616,077,11,05,36850,1,1,0,1
015616,087,11,01,64661,1,1,0,0
015616,097,11,01,51627,1,1,0,0
015616,097,11,02,36148,1,1,0,1
015617,054,11,01,5976,1,0,0,1
015617,054,11,02,4781,1,1,0,0
015617,081,11,02,24935.309,1,1,0,0
015617,081,11,03,7171,1,1,1,1
015618,015,11,01,12937,1,1,0,1
015618,032,11,02,24948,1,1,0,1
015618,065,11,02,5175,1,0,0,0
015618,100,11,01,29871,1,1,0,1
015618,117,11,01,21507,1,1,0,0
015618,117,11,02,17927,1,1,0,1
