conglome,vivienda,hogar,codperso,edad,ing_laboral,internet,uso_avanzado,horas_semanales,edad2,mujer
017506,011,11,01,59,10929,1,0,32,3481,0
017506,031,11,01,63,15612,1,1,48,3969,0
017506,076,11,01,51,9619,1,1,18,2601,1
017507,006,11,01,58,3394,1,0,10,3364,0
017507,020,11,01,65,38789,1,1,54,4225,0
017507,020,11,02,48,17455,1,1,56,2304,1
017507,047,11,02,21,7249,1,1,24,441,1
017507,074,11,01,68,17620,1,0,48,4624,0
017507,102,11,01,59,33940,1,1,50,3481,0
017507,102,11,04,30,112002,1,1,42,900,0
017507,102,11,05,27,18425,1,1,48,729,1
017508,021,11,01,50,15522,1,1,45,2500,0
017508,031,11,01,38,25870,1,1,68,1444,0
017508,043,11,01,44,7761,1,1,14,1936,0
017508,054,11,01,27,4657,1,1,16,729,1
017508,077,11,01,66,4139,0,0,8,4356,0
017509,021,11,03,30,12252,1,1,48,900,0
017509,040,11,02,43,27730,1,1,48,1849,1
017509,040,11,04,25,21515,1,1,40,625,1
017509,040,11,05,27,10997,1,1,50,729,0
017509,058,11,01,55,956,1,1,8,3025,1
017509,077,11,02,33,9042,1,1,60,1089,1
017509,117,11,01,43,7750,1,1,36,1849,0
017509,117,11,02,35,3513,1,1,13,1225,1
017510,106,11,03,20,8378,1,1,20,400,1
017511,086,11,01,38,25485,1,1,46,1444,0
017511,129,11,01,46,8495,1,1,87,2116,1
017512,006,11,01,48,5741,1,1,26,2304,0
017512,046,11,01,75,9326,1,0,48,5625,0
017512,083,11,01,48,23316,1,1,48,2304,0
017512,083,11,03,26,10363,1,1,8,676,0
017513,023,11,02,50,29682,1,1,34,2500,0
017513,092,11,01,52,14362,1,1,40,2704,1
017514,007,11,01,47,20314,1,1,40,2209,0
017514,029,11,02,32,20075,1,1,48,1024,0
017514,029,11,03,28,23899,1,1,48,784,0
017514,029,11,05,70,15534,1,0,48,4900,0
017514,092,11,01,22,23899,1,1,48,484,0
017514,113,11,01,39,15629,1,1,42,1521,0
017514,135,11,01,30,25094,0,1,56,900,0
017515,003,11,01,57,8616,1,1,48,3249,0
017515,052,11,01,46,12385,1,1,48,2116,0
017515,075,11,01,63,41642,1,1,40,3969,0
017515,075,11,02,62,26026,1,1,25,3844,1
017515,099,11,01,55,15556,1,1,48,3025,0
017515,099,11,02,43,11966,1,1,70,1849,1
017515,124,11,01,56,10769,1,0,48,3136,0
017515,173,11,01,67,40601,1,1,69,4489,0
017516,026,11,02,21,5467,1,1,35,441,1
017516,050,11,01,56,6016,1,1,60,3136,0
017516,084,11,01,54,10413,1,0,24,2916,0
017516,095,11,01,42,6248,1,0,24,1764,0
017517,033,11,01,40,17949,1,1,48,1600,0
017517,073,11,01,36,1493,0,0,54,1296,1
017517,110,11,02,25,7180,1,1,48,625,1
017518,057,11,01,32,13738,1,1,98,1024,0
017518,146,11,01,36,10558,1,1,67,1296,1
017518,169,11,03,21,15746,1,1,48,441,0
017518,192,11,01,48,60740,1,1,5,2304,1
017518,192,11,02,22,6298,1,1,16,484,0
017519,010,11,01,56,37701,1,1,45,3136,0
017519,010,11,02,52,38300,1,1,31,2704,1
017519,025,11,01,58,37342,1,1,40,3364,0
017519,050,11,01,42,44763,1,1,40,1764,1
017520,002,11,01,48,12032,1,1,6,2304,1
017520,002,11,02,22,3124,1,1,12,484,1
017520,021,11,01,50,20454,1,1,30,2500,1
017520,040,11,02,26,21416,1,1,32,676,1
017520,091,11,01,47,12032,1,1,45,2209,0
017520,091,11,03,27,31238,1,1,48,729,0
017521,060,11,02,22,12469,1,1,72,484,0
017521,078,11,01,79,10033,1,1,63,6241,0
017521,078,11,03,21,5972,1,1,24,441,0
017522,052,11,01,49,3585,1,1,59,2401,1
017523,044,11,06,27,12148,1,1,48,729,1
017523,123,11,02,30,15793,1,1,59,900,0
017523,123,11,03,26,21019,1,1,40,676,0
017523,123,11,04,23,12148,1,1,74,529,1
017523,142,11,02,22,5249,1,1,27,484,0
017524,002,11,01,51,10909,1,1,56,2601,1
017524,123,11,02,48,8437,1,1,40,2304,1
017525,049,11,01,29,15629,1,1,40,841,0
017525,049,11,02,27,5975,1,1,10,729,1
017525,118,11,01,45,5736,1,1,71,2025,0
017526,025,11,01,35,18036,1,1,56,1225,0
017526,158,11,01,48,10096,1,0,48,2304,0
017526,158,11,05,28,15865,1,1,40,784,0
017526,159,11,02,64,8545,1,1,40,4096,1
017526,161,11,01,75,11057,1,0,48,5625,0
017526,161,11,02,39,42787,1,1,48,1521,1
017526,161,11,03,43,16346,1,1,60,1849,0
017527,047,11,01,51,4252,1,1,92,2601,0
017527,047,11,03,27,10934,1,1,36,729,0
017527,048,11,01,41,4859,1,1,17,1681,0
017527,106,11,03,30,38875,1,1,40,900,0
017528,090,11,03,22,1699,1,1,40,484,0
017528,206,11,01,61,5249,1,0,48,3721,0
017528,208,11,03,52,2184,1,0,64,2704,1
017528,209,11,01,47,15777,1,1,62,2209,1
017528,209,11,02,44,27306,1,1,77,1936,0
017528,209,11,03,75,3149,1,0,24,5625,0
017529,022,11,01,41,13576,1,1,49,1681,0
017529,023,11,01,41,5487,1,1,48,1681,1
017529,023,11,02,21,5182,1,1,16,441,0
017529,024,11,01,31,19394,1,1,50,961,0
017529,138,11,03,34,15547,0,1,48,1156,0
017529,147,11,01,34,15819,1,1,65,1156,0
017529,148,11,01,36,16873,1,1,48,1296,0
017530,013,11,02,45,1915,1,1,16,2025,0
017530,013,11,03,51,15026,1,1,24,2601,0
017530,014,11,01,53,21527,1,1,43,2809,0
017530,014,11,03,20,13156,1,1,48,400,1
017530,137,11,01,45,19135,1,1,48,2025,0
017530,138,11,01,33,17940,1,1,30,1089,0
017530,138,11,02,36,2392,1,1,24,1296,1
017530,140,11,01,53,1435,1,1,35,2809,1
017530,140,11,03,28,12953,1,1,48,784,1
017530,142,11,01,58,7254,1,1,24,3364,0
017531,037,11,01,40,12268,1,1,50,1600,0
017531,050,11,02,43,13711,1,1,54,1849,1
017531,101,11,03,32,15678.474,1,1,48,1024,1
017531,101,11,04,27,9970,1,1,48,729,1
017532,001,11,02,57,9328,1,1,17,3249,1
017532,002,11,03,48,24413,1,1,30,2304,1
017532,091,11,01,34,5182,1,1,9,1156,1
017533,039,11,01,48,10096,1,1,59,2304,1
017533,039,11,04,50,10098,1,1,62,2500,0
017533,189,11,01,44,4447,1,1,36,1936,0
017533,190,11,02,37,8545,1,1,37,1369,0
017533,192,11,01,38,5048,1,1,35,1444,1
017533,192,11,02,23,7752,1,1,32,529,0
017534,021,11,01,54,16562,1,0,48,2916,0
017534,021,11,02,46,5016,1,0,45,2116,1
017534,021,11,03,22,5434,1,1,24,484,1
017534,021,11,06,20,1811,1,1,16,400,1
017534,022,11,02,32,31053,1,1,48,1024,0
017534,023,11,02,43,15527,1,1,48,1849,0
017534,024,11,01,57,10351,1,0,48,3249,0
017534,024,11,02,54,11944,1,0,62,2916,1
017534,101,11,01,40,32690,1,1,84,1600,0
017534,101,11,02,31,1433,1,1,31,961,1
017534,102,11,01,42,6211,1,1,33,1764,1
017534,102,11,02,23,16363,1,1,45,529,0
017534,103,11,01,65,4140,1,0,10,4225,0
017535,045,11,01,49,5501,0,1,56,2401,0
017535,045,11,03,22,7658,0,1,48,484,0
017535,046,11,01,46,8970,0,1,52,2116,0
017535,097,11,01,30,9867,1,1,48,900,0
017535,097,11,02,28,9867,1,1,48,784,1
017535,098,11,01,44,26550,0,1,48,1936,0
017535,098,11,05,79,3886,0,0,8,6241,1
017535,099,11,01,30,7015,1,1,34,900,0
017535,101,11,02,32,11399,1,1,55,1024,1
017535,102,11,01,55,33678,1,0,59,3025,0
017536,077,11,01,49,20839,1,1,64,2401,0
017536,077,11,02,53,9559,1,1,42,2809,1
017536,079,11,01,56,13024,1,1,48,3136,0
017536,080,11,01,42,19797,1,1,77,1764,0
017536,228,11,01,55,8281,1,1,48,3025,0
017536,229,11,01,31,7170,1,1,31,961,0
017536,230,11,02,30,11555,1,1,48,900,0
017536,230,11,03,28,16132,1,1,48,784,1
017537,025,11,03,34,1515,1,0,62,1156,1
017537,178,11,01,60,4849,1,1,47,3600,0
017537,180,11,03,30,18182,0,0,72,900,0
017539,006,11,01,40,9091,1,1,64,1600,0
017539,008,11,01,47,6109,1,0,58,2209,0
017539,008,11,02,55,6109,1,0,50,3025,1
017539,070,11,03,25,8727,1,0,48,625,0
017539,076,11,01,27,24243,1,1,72,729,0
017540,065,11,02,24,12268,1,1,35,576,0
017540,081,11,05,21,19150,1,1,40,441,0
017540,125,11,01,67,10772,1,1,77,4489,0
017540,156,11,03,23,24871,1,1,46,529,0
017540,185,11,03,22,5174,1,1,13,484,0
017541,061,11,01,46,5736,1,1,42,2116,0
017541,218,11,01,51,7170,1,1,55,2601,0
017541,219,11,01,27,4302,1,1,72,729,1
017542,022,11,02,21,22836,1,1,48,441,0
017542,023,11,02,37,21874,1,1,60,1369,0
017542,023,11,03,40,10817,1,1,48,1600,0
017543,049,11,02,55,3152,1,0,43,3025,0
017543,050,11,02,34,12121,1,1,56,1156,0
017544,073,11,02,56,5733,1,1,48,3136,1
017544,211,11,01,50,5176,1,0,18,2500,0
017544,211,11,03,20,5176,1,1,18,400,0
017545,010,11,01,61,14420,1,0,56,3721,0
017545,061,11,01,52,12495,0,0,24,2704,0
017545,061,11,02,47,1925,0,0,36,2209,1
017545,062,11,02,44,1444,1,1,48,1936,0
017546,092,11,01,34,957,0,1,36,1156,0
017547,045,11,01,46,7180,1,1,62,2116,1
017547,147,11,01,31,10860,1,1,48,961,0
017548,065,11,01,59,10577,0,1,37,3481,1
017548,068,11,01,21,10764,1,1,45,441,0
017548,068,11,02,20,15865,1,1,47,400,1
017549,003,11,01,47,28507,1,1,20,2209,0
017549,003,11,02,47,28507,1,1,7,2209,1
017549,015,11,01,62,27573,1,1,1,3844,0
017549,027,11,04,26,30340,1,1,48,676,0
017549,125,11,01,75,3883,0,0,56,5625,0
017550,037,11,01,33,14339,1,1,72,1089,0
017550,039,11,01,35,15629,1,1,47,1225,0
017550,106,11,01,48,1195,1,1,48,2304,0
017550,107,11,01,27,15534,1,1,70,729,1
017551,022,11,01,44,19135,1,1,39,1936,0
017553,088,11,01,42,20103,1,1,45,1764,0
017553,221,11,01,53,7180,1,0,57,2809,0
017553,221,11,02,51,5744,1,0,45,2601,1
017553,221,11,03,20,14359,1,1,48,400,0
017554,063,11,03,20,21509,1,1,48,400,0
017554,064,11,01,39,14339,1,1,70,1521,0
017554,132,11,02,49,6692,1,0,48,2401,0
017555,043,11,04,24,9555,1,1,66,576,1
017555,116,11,02,50,717,1,1,5,2500,1
017556,069,11,01,42,7219,1,0,59,1764,0
017556,142,11,01,64,1805,0,0,50,4096,0
017557,010,11,03,23,23905,1,1,48,529,0
017557,010,11,04,21,23905,1,1,48,441,0
017557,012,11,02,31,5976,1,1,17,961,1
017557,040,11,02,34,6096,1,1,12,1156,1
017557,040,11,03,28,15359,1,1,56,784,0
017557,041,11,02,22,17929,1,1,40,484,0
017558,003,11,01,39,1911,1,0,44,1521,0
017558,003,11,02,33,3285,1,1,27,1089,1
017558,035,11,01,26,1792,1,1,50,676,1
017558,066,11,01,30,1553,1,1,21,900,1
017559,119,11,01,64,15764,0,0,48,4096,0
017560,020,11,01,32,717,1,1,34,1024,1
017560,121,22,01,44,12475,1,1,40,1936,0
017560,122,11,01,50,10037,1,1,66,2500,0
017562,017,11,03,22,15795,1,1,44,484,0
017563,294,11,01,61,836,1,1,26,3721,0
017563,295,11,01,42,478,1,0,59,1764,0
017565,021,11,02,43,17446,1,1,40,1849,1
017565,047,11,01,40,9385,1,0,57,1600,0
017565,063,11,01,46,3850,1,0,51,2116,0
017565,089,11,02,49,7760,1,0,66,2401,1
017566,159,11,01,58,2886,1,0,24,3364,0
017566,328,11,01,29,253,1,0,11,841,1
017566,330,11,01,41,5531,1,0,48,1681,0
017566,330,11,03,20,11122,1,1,48,400,0
017566,331,11,01,29,1683,1,1,25,841,0
017567,299,11,01,48,15320,1,0,70,2304,0
017568,080,11,01,45,2394,1,1,40,2025,0
017569,019,11,01,29,11226,0,0,85,841,0
017569,072,11,01,40,19660,1,1,49,1600,0
017569,072,11,02,35,5704,1,1,25,1225,1
017570,027,11,01,53,3607,1,0,24,2809,1
017570,090,11,01,59,12024,1,0,72,3481,0
017571,070,11,01,45,12086,1,0,47,2025,0
017572,243,11,01,30,1803,1,1,51,900,0
017572,247,11,01,33,14423,1,1,99,1089,1
017573,027,11,01,29,1912,1,1,70,841,0
017573,138,11,01,24,2868,1,1,53,576,0
017573,139,11,01,62,1434,0,0,67,3844,0
017573,141,11,02,30,23580.023,1,1,49,900,0
017574,085,11,01,67,46109,1,1,40,4489,1
017574,239,11,01,52,49531,1,1,36,2704,1
017574,470,11,01,39,74807,1,1,60,1521,0
017574,470,11,02,37,77809,1,1,36,1369,1
017574,470,11,05,63,25276,1,1,35,3969,1
017575,010,11,02,49,3598,1,1,28,2401,1
017575,010,11,03,23,19494,1,1,48,529,0
017575,026,11,01,47,22425,1,1,36,2209,0
017575,026,11,02,44,33577,1,1,48,1936,1
017575,039,11,01,38,12951,1,1,40,1444,1
017575,039,11,02,40,70931,1,1,66,1600,0
017575,063,11,01,44,64289,1,1,46,1936,0
017575,115,11,01,43,58587,1,1,74,1849,0
017575,115,11,02,57,18608,1,1,30,3249,1
017575,115,11,03,23,12966,1,1,48,529,0
017575,115,11,04,21,13686,1,1,40,441,1
017576,037,11,01,40,16894,1,1,40,1600,1
017576,140,11,01,43,12475,1,1,40,1849,1
017576,140,11,02,23,7797,1,1,42,529,0
017576,153,11,02,28,10137,1,1,30,784,1
017577,036,11,07,23,13079,1,1,64,529,1
017577,132,11,03,30,25976,1,1,45,900,1
017577,170,11,01,20,17036,1,1,48,400,0
017577,190,11,02,31,32698,1,1,45,961,0
017578,008,11,02,44,17082,1,1,56,1936,1
017578,040,11,01,72,8966,1,0,30,5184,0
017579,026,11,03,23,16851,1,1,48,529,0
017579,026,11,08,67,4407,1,1,36,4489,1
017579,088,11,01,42,22036,1,1,40,1764,1
017579,088,11,03,21,1556,1,1,8,441,0
017579,107,11,01,39,11778,1,1,48,1521,1
017579,127,11,01,24,20222,1,1,42,576,0
017580,006,11,07,53,25914,1,1,40,2809,1
017580,059,11,01,40,10094,1,1,54,1600,1
017580,089,11,03,22,9242,1,1,36,484,0
017580,105,11,03,29,13651,1,1,62,841,1
017580,105,11,05,30,15705,1,1,84,900,0
017581,033,11,01,45,17819,1,1,40,2025,1
017581,066,11,01,50,34260,1,1,48,2500,0
017581,145,11,01,30,19551,1,1,46,900,1
017582,125,11,02,27,16908,1,1,40,729,1
017582,141,11,01,68,54562,1,1,48,4624,1
017582,158,11,02,27,38657,1,1,36,729,1
017583,011,11,01,56,11659,0,1,52,3136,1
017583,179,11,01,57,35813,1,1,30,3249,1
017583,195,11,02,69,44542,1,1,36,4761,1
017584,067,11,03,30,16856,1,1,52,900,0
017584,087,11,01,56,15751,1,1,46,3136,0
017584,087,11,03,27,27909,1,1,50,729,1
017584,087,11,04,25,13296,1,1,40,625,1
017584,106,11,01,79,7906,0,0,46,6241,0
017584,106,11,03,55,6229,0,0,45,3025,0
017584,126,11,03,68,4304,1,1,40,4624,0
017584,126,11,05,35,4782,1,1,54,1225,1
017584,126,11,07,63,20084,1,1,48,3969,0
017585,003,11,01,45,12605,1,1,102,2025,0
017585,015,11,01,46,12008,1,1,53,2116,0
017585,015,11,02,45,36015,1,1,30,2025,1
017585,028,11,01,61,27252,1,1,30,3721,0
017585,028,11,02,47,27012,1,1,45,2209,1
017585,028,11,04,21,10399,1,1,42,441,0
017585,049,13,03,37,2989,0,1,24,1369,1
017585,049,33,01,26,26923,1,1,48,676,0
017585,049,33,02,26,5695,1,1,16,676,1
017585,062,11,01,22,18732,1,1,72,484,0
017585,062,11,02,21,11587,1,1,48,441,1
017586,033,11,02,39,20779,1,1,48,1521,1
017586,059,11,03,39,26457,1,1,48,1521,0
017587,007,11,05,24,13515,1,0,51,576,1
017587,019,11,01,39,19493,1,1,48,1521,0
017587,019,11,02,43,5638,1,1,20,1849,1
017587,019,11,05,20,17934,1,1,42,400,1
017587,029,11,06,25,7797,1,1,48,625,1
017587,061,11,02,37,8577,1,1,72,1369,1
017588,055,11,01,38,84204,1,1,40,1444,0
017588,055,11,02,39,39883,1,1,30,1521,1
017588,108,11,03,44,11956,1,1,36,1936,0
017588,108,11,04,43,13554,1,1,40,1849,1
017588,143,11,01,57,34665,1,1,48,3249,0
017588,143,11,03,29,11935,1,1,56,841,1
017589,028,11,02,37,25643,1,1,28,1369,1
017589,048,11,02,68,54753,1,1,40,4624,1
017589,077,11,03,36,14585,1,1,48,1296,0
017589,110,11,01,64,33354,1,1,36,4096,1
017589,140,11,01,64,14346,1,1,40,4096,0
017589,156,12,02,33,12313,1,1,36,1089,0
017589,156,12,03,23,15541,1,1,30,529,1
017589,156,22,01,46,15003,1,1,25,2116,1
017590,010,11,01,51,40811,1,1,48,2601,0
017590,010,11,02,48,28822,1,1,48,2304,1
017590,029,11,03,38,8649,1,1,15,1444,0
017590,064,11,01,75,15726,1,1,82,5625,0
017590,099,11,04,40,17036,1,1,65,1600,0
017590,117,11,04,34,13074,1,1,30,1156,1
017590,151,11,01,49,15677,1,1,48,2401,1
017590,169,11,03,40,21132,1,1,48,1600,0
017591,043,11,01,51,27132,1,1,48,2601,0
017591,043,11,03,28,25811,1,1,48,784,1
017591,079,11,04,26,16898,1,1,60,676,0
017591,132,11,01,60,6183,1,1,50,3600,0
017592,018,11,02,38,17984,1,1,40,1444,1
017592,018,11,06,23,13806,1,1,12,529,0
017592,072,11,02,39,39576,1,1,78,1521,0
017592,090,11,03,43,10222,1,1,77,1849,0
017592,108,11,01,28,20406,1,1,44,784,1
017592,108,11,02,30,22586,1,1,54,900,0
017592,108,11,04,28,17015,1,1,44,784,1
017592,126,11,02,29,27369,1,1,44,841,1
017593,007,11,01,21,12167,0,1,49,441,1
017593,025,11,01,47,33825,0,1,46,2209,0
017593,025,11,02,22,16811,0,0,30,484,0
017593,056,11,01,54,12738,1,1,80,2916,1
017593,056,11,02,20,7805,1,1,42,400,0
017593,131,11,01,41,23235,0,1,40,1681,0
017594,083,11,01,79,4414,0,0,27,6241,0
017595,001,11,01,43,8981,1,1,78,1849,1
017595,030,11,01,46,15485,1,1,54,2116,1
017595,030,11,02,28,11407,1,1,44,784,1
017595,030,11,04,24,20222,1,1,54,576,0
017595,042,11,01,48,20222,1,1,44,2304,0
017595,057,11,03,31,12197,1,1,60,961,0
017595,070,11,01,43,19444,1,1,72,1849,0
017595,085,11,01,39,20222,1,1,48,1521,0
017595,085,11,06,24,7518,1,1,42,576,1
017596,024,11,05,30,30254,1,1,48,900,0
017596,024,11,06,28,12966,1,1,53,784,1
017596,051,11,02,68,6543,1,1,56,4624,1
017596,094,11,01,54,33615,1,1,40,2916,0
017596,094,11,04,71,19389,1,1,54,5041,1
017597,023,11,03,25,32455,1,1,40,625,0
017597,048,11,01,50,28217,1,0,48,2500,0
017597,061,11,01,31,16646,1,1,70,961,0
017598,018,11,01,32,27855,1,1,36,1024,0
017598,018,11,02,40,27675,1,1,40,1600,1
017598,052,11,01,57,8558,0,0,48,3249,0
017598,068,11,01,31,10114,1,1,53,961,1
017598,131,11,02,51,27855,1,0,40,2601,1
017599,025,11,01,52,16898,1,0,48,2704,0
017599,025,11,02,56,32474,1,1,30,3136,1
017599,062,11,01,40,38056,1,1,48,1600,1
017599,080,11,01,58,5282,0,1,65,3364,1
017599,099,11,02,24,19388,1,1,40,576,1
017599,117,11,03,25,22029,1,1,40,625,0
017600,027,11,03,25,18108,1,1,48,625,1
017600,027,11,04,23,14990,1,1,44,529,1
017600,059,11,02,32,11559,1,1,56,1024,1
017600,109,11,01,56,3593,1,1,47,3136,0
017601,038,11,03,27,28559,1,1,40,729,0
017601,038,11,04,25,23710,1,1,54,625,1
017601,072,11,01,66,33529,1,1,56,4356,0
017601,090,11,01,41,25345,1,1,30,1681,0
017601,124,11,01,28,28559,1,1,82,784,0
017601,140,11,01,56,11896,1,1,58,3136,1
017601,140,11,02,27,11896,1,0,28,729,0
017602,006,11,01,50,4562,1,0,56,2500,0
017602,006,11,02,54,16867,1,1,60,2916,1
017602,006,11,03,28,13986,1,1,50,784,0
017602,006,11,04,24,12738,1,1,36,576,0
017602,054,11,02,52,11045,0,0,48,2704,1
017602,063,11,01,36,31333,1,1,52,1296,0
017602,063,11,02,36,21969,1,1,48,1296,1
017602,090,11,01,45,19388,1,1,63,2025,1
017602,090,11,02,21,8579,1,1,42,441,1
017603,055,11,01,51,28963,1,1,30,2601,1
017603,055,11,02,28,20183,1,1,40,784,1
017603,064,11,01,39,56237,1,1,57,1521,0
017603,074,11,01,70,55339,1,1,40,4900,0
017603,085,11,01,52,51386,1,1,60,2704,1
017603,085,11,02,28,31323,1,1,40,784,0
017604,009,11,01,43,47102,1,1,60,1849,1
017604,046,11,02,42,19247,1,1,48,1764,0
017604,119,11,02,28,41603,1,1,48,784,0
017604,171,11,01,69,55649,1,1,46,4761,0
017604,171,11,02,64,23372,1,1,32,4096,1
017604,171,11,04,26,35506,1,1,40,676,0
017605,015,11,02,55,16823,1,1,54,3025,0
017605,029,11,01,54,10812,1,1,48,2916,1
017605,029,11,04,57,10812,1,1,54,3249,1
017605,035,11,01,47,12323,1,1,48,2209,0
017605,035,11,02,49,11388,1,1,36,2401,1
017606,093,11,03,20,14023,1,1,40,400,0
017607,011,11,02,60,3879,1,0,10,3600,1
017607,011,11,03,33,16824,1,1,48,1089,0
017607,029,11,01,47,12951,1,1,48,2209,1
017607,081,11,01,55,11316,1,1,48,3025,1
017607,081,11,03,29,22393,1,1,48,841,0
017607,134,11,02,27,26943,1,1,72,729,0
017608,027,11,01,39,14150,1,1,48,1521,0
017608,027,11,06,41,6123,1,0,46,1681,0
017608,027,11,08,24,14270,1,1,48,576,0
017608,081,11,01,52,14036,1,1,32,2704,0
017608,101,11,01,41,16895,1,1,48,1681,0
017609,023,11,01,50,11438,1,1,32,2500,0
017609,076,11,02,31,43167,1,1,45,961,1
017610,021,11,01,39,13601,1,1,60,1521,1
017610,021,11,02,22,19616,1,1,65,484,0
017610,036,11,05,27,6598,1,1,36,729,1
017610,053,11,02,26,12045,1,1,42,676,1
017610,083,11,01,44,12081,1,1,84,1936,0
017610,113,11,04,42,19491,1,1,56,1764,0
017611,025,11,01,32,22339,1,1,65,1024,1
017611,056,11,04,40,27909,1,1,48,1600,1
017611,087,11,01,60,35491,1,1,65,3600,0
017611,087,11,02,53,11798,1,1,45,2809,0
017611,087,11,03,27,15631,1,1,46,729,0
017612,037,11,01,48,27941,1,1,40,2304,1
017612,068,11,02,50,46228,1,1,48,2500,1
017612,098,11,01,23,15529,1,1,48,529,1
017612,098,11,02,28,15547,1,1,48,784,1
017613,069,11,01,55,15170,0,0,52,3025,0
017614,010,11,01,35,16811,1,1,38,1225,1
017614,029,11,01,77,50432,1,1,48,5929,0
017614,048,11,01,58,41786,1,1,30,3364,0
017614,086,11,02,29,12908,0,1,60,841,1
017614,125,11,02,50,16860,0,1,72,2500,1
017614,125,11,03,46,12488,0,1,66,2116,1
017615,001,11,01,71,4980,1,0,48,5041,1
017615,021,11,03,36,6537,1,1,31,1296,1
017615,021,11,04,41,13866,1,1,62,1681,0
017615,046,11,05,30,34072,1,1,48,900,0
017615,070,11,01,55,21549,1,1,48,3025,0
017615,070,11,02,46,9264,1,1,42,2116,1
017615,070,11,06,33,21549,1,1,48,1089,0
017615,082,11,01,27,31189,1,1,48,729,0
017616,008,11,02,39,17036,1,1,40,1521,0
017616,043,11,01,44,28217,1,1,48,1936,1
017617,111,11,01,50,4203,1,1,63,2500,1
017617,134,11,02,22,38544,1,1,54,484,0
017618,032,11,03,29,27972,1,1,48,841,1
017618,032,11,04,25,16927,1,1,30,625,0
017619,106,11,03,23,6537,1,1,39,529,0
017620,026,11,01,28,28641,1,1,51,784,0
017620,026,11,02,55,10475,1,1,66,3025,1
017620,057,11,01,33,26996,1,1,48,1089,0
017620,088,11,01,50,13685,1,1,54,2500,0
017620,103,11,03,24,17036,1,1,60,576,1
017621,018,11,01,44,23540,1,1,51,1936,0
017621,032,11,01,38,12816,1,1,58,1444,1
017621,032,11,02,20,11682,1,1,48,400,0
017621,043,11,03,21,13601,1,1,66,441,0
017621,071,11,05,47,25181,1,1,31,2209,1
017621,099,11,01,40,13317,1,1,55,1600,0
017621,138,11,03,53,10201,1,1,44,2809,0
017622,006,11,02,39,28149,1,1,40,1521,1
017622,065,11,01,45,15886,1,1,72,2025,1
017622,065,11,02,41,18363,1,1,72,1681,0
017622,065,11,03,25,28149,1,1,45,625,0
017622,077,11,01,30,16565,1,1,48,900,1
017622,089,11,01,35,30843,1,1,49,1225,1
017623,056,11,02,50,10436,1,1,48,2500,1
017623,083,11,02,49,11436,1,0,58,2401,1
017623,098,22,01,35,15595,1,1,54,1225,0
017623,098,22,02,35,18248,1,1,20,1225,1
017623,112,11,02,47,9097,1,0,32,2209,0
017624,076,11,01,42,23339,1,1,51,1764,0
017624,155,11,06,47,13270,1,1,60,2209,1
017624,175,11,02,58,11929,0,0,36,3364,1
017626,007,11,01,59,22450,1,1,52,3481,0
017626,059,11,01,49,40098,1,1,48,2401,0
017626,059,11,02,40,32174,1,1,48,1600,1
017626,074,11,03,56,42499,1,1,36,3136,0
017627,003,11,01,59,62374,1,1,40,3481,0
017627,025,11,01,33,10949,1,1,60,1089,0
017627,047,11,02,26,13674,1,1,48,676,0
017629,055,11,01,44,33457,1,1,48,1936,0
017629,055,11,02,41,14270,1,1,30,1681,1
017629,117,11,03,48,25472,1,1,54,2304,0
017630,043,11,01,37,33414,1,1,30,1369,0
017630,043,11,03,28,18111,1,1,40,784,1
017631,001,11,03,29,9201,1,1,14,841,1
017631,001,11,04,25,7869,1,1,70,625,0
017632,013,11,01,45,16810,1,1,48,2025,0
017632,013,11,04,22,13965,1,1,48,484,0
017632,060,11,02,33,9161,1,1,36,1089,1
017632,084,22,01,35,26638,1,1,54,1225,0
017633,085,11,01,67,78949,1,1,40,4489,0
017633,085,11,02,68,72486,1,1,36,4624,1
017633,107,11,01,72,52914,1,1,35,5184,0
017633,107,11,02,64,42223,1,1,40,4096,1
017634,132,11,02,38,12968,1,1,56,1444,1
017635,026,11,01,55,25907,1,1,48,3025,0
017635,047,11,01,40,38860,1,1,62,1600,0
017635,047,11,02,39,12106,1,1,27,1521,1
017635,108,11,01,49,29294,1,1,48,2401,0
017635,108,11,02,45,9061,1,1,60,2025,1
017636,001,11,01,61,18087,1,1,72,3721,0
017636,001,11,03,26,14254,1,1,54,676,0
017636,066,11,01,53,32821,1,1,47,2809,0
017637,026,11,03,47,11825,1,1,48,2209,0
017637,026,11,04,43,12531,1,1,48,1849,1
017637,053,11,03,48,21610,1,1,63,2304,0
017637,053,11,04,42,13071,1,1,54,1764,0
017638,001,11,02,45,11989,1,1,30,2025,1
017638,013,11,01,48,3996,1,1,36,2304,1
017638,025,11,01,53,13079,1,0,48,2809,0
017638,025,11,02,46,9930,1,1,56,2116,1
017638,025,11,08,25,10536,1,1,48,625,0
017638,062,11,01,41,10222,1,1,36,1681,1
017639,012,11,01,38,14286,0,0,40,1444,0
017639,035,11,01,38,20277,1,1,35,1444,1
017639,050,11,01,41,15610,1,1,48,1681,0
017640,013,11,01,65,55662,1,1,15,4225,0
017640,013,11,03,25,51178,1,1,54,625,0
017640,027,11,02,54,39041,1,1,30,2916,1
017640,027,11,03,52,27861,1,1,40,2704,1
017640,067,11,03,39,29098,1,1,48,1521,0
017641,003,11,01,58,31592,1,1,35,3364,1
017641,067,11,03,36,7853,1,1,54,1296,0
