conglome,vivienda,hogar,codperso,edad,ing_laboral,internet,uso_avanzado,horas_semanales,edad2,mujer
016343,038,11,01,31,31677,1,1,48,961,0
016344,002,11,01,43,23123,1,1,40,1849,1
016344,020,11,01,50,34220,1,1,30,2500,1
016344,020,11,02,28,18682,1,1,96,784,1
016344,056,11,01,60,7151,1,1,48,3600,1
016344,056,11,03,33,13111,1,0,49,1089,0
016344,075,11,01,24,14303,1,1,77,576,0
016344,075,11,02,28,14303,1,1,62,784,1
016344,093,11,01,49,23242,1,1,72,2401,0
016344,093,11,02,47,17879,1,1,48,2209,1
016344,129,11,01,58,8351,1,1,48,3364,1
016344,145,11,01,57,17640,1,1,81,3249,1
016344,164,11,02,30,27438,1,1,48,900,0
016345,048,11,01,44,56846,1,1,25,1936,0
016345,048,11,02,45,16933,1,1,40,2025,1
016345,066,11,01,37,14514,1,1,48,1369,1
016345,066,11,04,35,14514,1,1,24,1225,1
016345,102,11,03,45,57330,1,1,48,2025,0
016345,139,11,01,60,28411,1,1,40,3600,1
016346,055,11,02,31,16816,1,1,60,961,0
016346,106,11,02,45,10810,1,1,69,2025,0
016346,133,11,01,41,15855,1,1,50,1681,0
016346,185,11,02,23,2402,1,1,49,529,1
016346,210,11,01,52,4204,1,1,45,2704,1
016346,210,11,02,20,14414,1,1,75,400,0
016347,011,11,02,50,23838,1,0,77,2500,0
016347,059,11,02,49,22813,1,1,20,2401,1
016347,082,11,01,53,56854,1,1,48,2809,0
016347,106,11,02,63,30155,1,1,30,3969,1
016347,106,11,03,25,29798,1,1,32,625,0
016348,002,11,02,59,54076,1,0,45,3481,0
016348,017,11,02,42,12477,1,0,20,1764,1
016348,045,11,01,32,23016,1,1,96,1024,0
016348,101,11,01,50,30284,1,1,10,2500,0
016348,115,11,01,54,12590,1,0,24,2916,0
016348,115,11,04,24,18171,1,1,40,576,1
016348,129,11,05,22,8393,1,1,16,484,0
016348,129,11,06,25,19382,1,1,48,625,1
016349,091,11,01,30,28257.09,1,1,66,900,0
016349,107,11,01,43,9290,1,1,63,1849,1
016349,107,11,02,54,41198,1,1,56,2916,0
016350,004,11,04,37,12368,1,1,40,1369,1
016350,075,11,02,31,16959,1,1,62,961,0
016350,092,11,01,63,20593,0,1,40,3969,0
016350,127,11,02,45,30284,1,1,40,2025,0
016350,144,11,02,44,14537,1,1,85,1936,0
016350,144,11,03,26,14537,1,1,40,676,0
016350,181,11,01,38,9691,1,1,48,1444,1
016351,070,11,01,48,26005,1,0,45,2304,0
016351,070,11,03,27,10753,1,1,52,729,1
016351,090,11,01,36,6389,1,1,69,1296,1
016351,090,11,03,26,3616,1,1,37,676,0
016351,111,11,02,48,13260,1,1,60,2304,1
016351,131,11,01,22,6501,1,1,35,484,1
016351,131,11,02,23,12482,1,1,60,529,0
016351,149,11,02,23,12055,1,1,22,529,0
016351,166,11,02,59,7233,1,1,54,3481,1
016351,166,11,03,24,7836,1,1,48,576,1
016352,027,11,01,34,36499,1,1,60,1156,0
016352,027,11,02,36,33562,1,1,40,1296,1
016352,052,11,01,53,41953,1,1,94,2809,0
016352,076,11,01,35,47347,1,1,47,1225,1
016352,088,11,02,43,11987,1,1,60,1849,0
016352,112,11,01,54,30083.002,1,1,40,2916,0
016352,112,11,02,42,64608,1,1,40,1764,1
016353,051,11,01,45,20975,1,1,52,2025,0
016353,100,11,01,43,15671,1,1,81,1849,0
016353,100,11,03,22,6027,1,1,48,484,1
016353,117,11,02,45,15731,1,1,48,2025,1
016353,134,11,01,31,36706,1,1,48,961,0
016354,017,11,01,53,20858,1,1,37,2809,1
016354,017,11,03,23,5846,1,1,24,529,1
016354,063,11,02,59,15485,1,1,61,3481,0
016354,063,11,03,27,18818,1,1,48,729,0
016354,110,11,01,28,15733,1,1,54,784,0
016355,031,11,02,48,15671,1,1,60,2304,0
016355,067,11,01,41,24090,1,1,4,1681,0
016355,087,11,02,41,18898,1,1,47,1681,1
016355,096,11,02,35,5220,1,1,36,1225,1
016356,047,11,01,61,40561,1,1,84,3721,0
016356,047,11,03,21,6031,1,1,12,441,0
016356,073,11,03,35,46643,1,1,50,1225,0
016356,106,11,02,53,29197,1,1,48,2809,1
016357,028,11,01,32,29778,1,1,52,1024,0
016357,028,11,02,34,14294,1,1,40,1156,1
016357,046,11,01,58,25907,1,1,40,3364,0
016357,046,11,04,31,29778,1,0,49,961,1
016357,063,11,01,57,26205,1,0,30,3249,1
016357,063,11,02,56,51814,1,1,30,3136,0
016357,063,11,03,30,29778,1,1,45,900,1
016357,081,11,01,55,20611,1,1,86,3025,0
016357,081,11,02,44,21202,1,1,45,1936,1
016357,098,11,02,45,12209,1,1,40,2025,0
016358,014,11,01,38,21621,1,1,60,1444,0
016358,074,11,01,40,12826,1,1,43,1600,1
016358,074,11,02,44,47823,1,1,60,1936,0
016358,074,11,04,32,8408,1,1,36,1024,1
016358,094,11,02,60,15052,1,1,22,3600,1
016358,094,11,03,21,9009,1,1,42,441,1
016358,134,11,01,69,14630,1,1,60,4761,0
016359,003,11,01,61,15554,1,1,35,3721,0
016359,003,11,02,56,45548,1,1,40,3136,1
016359,054,11,02,57,11593,1,0,32,3249,1
016359,054,11,03,32,13374,1,1,40,1024,1
016359,087,11,01,50,15738,1,1,30,2500,0
016359,087,11,02,41,14537,1,1,24,1681,1
016359,104,11,02,27,8480,1,1,50,729,1
016359,104,11,03,21,5451,1,1,30,441,1
016360,002,11,03,42,35960,1,1,48,1764,1
016360,002,11,04,33,24740,1,1,40,1089,0
016360,046,11,01,69,29967,1,1,48,4761,0
016360,061,11,01,69,26371,1,1,54,4761,0
016360,122,11,02,23,16566,1,1,60,529,0
016361,024,11,01,53,9692,1,0,47,2809,0
016361,024,11,02,60,41979,1,1,36,3600,1
016361,179,11,02,37,7875,1,1,24,1369,1
016361,241,11,01,30,10419,1,1,45,900,1
016361,272,11,01,56,50060,1,1,30,3136,0
016361,272,11,02,29,23019,1,1,45,841,0
016361,272,11,03,31,25757,1,1,44,961,1
016362,079,11,01,64,20493,1,0,30,4096,1
016362,079,11,03,32,21698,1,1,44,1024,0
016362,118,11,02,20,6241,1,1,24,400,0
016362,156,11,01,42,24109,1,1,42,1764,1
016362,175,11,01,37,31206,1,1,40,1369,0
016363,056,11,03,24,16933,1,1,91,576,0
016363,056,11,04,20,6047,1,1,72,400,1
016363,098,11,02,46,38704,1,1,2,2116,1
016363,098,11,04,24,15409,1,1,45,576,1
016363,120,11,02,26,25399,1,1,40,676,1
016363,141,11,02,36,16538,1,1,33,1296,1
016363,141,11,03,33,14804,1,1,48,1089,1
016364,084,11,01,63,47225,1,1,40,3969,1
016364,123,11,01,30,41288,1,1,30,900,0
016364,281,11,01,65,36405,1,1,55,4225,0
016364,281,11,02,61,42502,1,1,42,3721,1
016365,002,11,02,47,13205,1,1,35,2209,1
016365,153,11,01,52,29999.047,1,1,40,2704,0
016365,153,11,02,39,7269,1,1,30,1521,1
016365,159,11,02,69,9402,1,0,39,4761,0
016365,164,11,01,65,36208,1,1,58,4225,0
016365,164,11,02,44,6057,1,1,22,1936,1
016365,164,11,04,27,13327,1,1,41,729,0
016366,011,11,01,65,8444,1,0,23,4225,1
016366,011,11,02,28,14475,1,1,38,784,0
016366,027,11,01,58,37339,1,1,35,3364,0
016366,084,11,01,63,19301,1,1,66,3969,0
016366,084,11,03,29,26538,1,1,47,841,1
016366,099,11,02,37,9650,1,1,35,1369,1
016366,112,11,02,26,26077,1,1,40,676,0
016367,011,11,02,33,15643,1,1,48,1089,1
016367,011,11,03,40,15643,1,1,48,1600,0
016367,018,11,01,59,10810,1,1,21,3481,1
016367,040,11,03,27,26125,1,1,45,729,0
016367,087,11,01,65,14894,1,1,48,4225,1
016367,111,11,01,30,26426,1,1,72,900,0
016367,159,11,01,57,25224,1,1,30,3249,1
016367,159,11,03,30,39710,1,1,40,900,1
016368,083,11,01,37,15646,1,1,54,1369,1
016368,083,11,02,36,29675,1,1,48,1296,0
016368,122,11,01,70,16864,0,0,45,4900,0
016368,147,11,02,56,15056,1,1,63,3136,0
016368,147,11,04,36,21078,1,1,91,1296,0
016368,152,11,01,45,4222,1,1,89,2025,1
016369,029,11,02,47,48179,1,1,30,2209,0
016369,047,11,01,48,51757,1,1,40,2304,0
016369,065,11,01,43,16863,1,1,67,1849,0
016369,065,11,02,47,13249,1,1,40,2209,1
016369,075,11,01,58,10359,1,1,66,3364,1
016369,084,11,01,36,27342,1,1,40,1296,0
016369,102,11,01,33,37459,1,1,56,1089,1
016370,005,11,01,43,41754,1,1,40,1849,1
016370,005,11,02,43,45521.707,1,1,70,1849,0
016371,032,11,01,44,4795,1,1,41,1936,1
016371,032,11,03,25,5177,1,1,7,625,1
016371,049,11,02,28,10692,1,1,48,784,0
016371,078,11,01,58,20377,1,1,40,3364,1
016371,078,11,02,25,32364,1,1,48,625,0
016372,002,11,02,56,9450,1,0,60,3136,1
016372,002,11,04,20,7269,1,1,27,400,1
016372,008,11,01,53,6268,1,0,60,2809,1
016372,008,11,02,54,15750,1,1,54,2916,0
016372,045,11,01,41,14538,1,1,44,1681,0
016372,045,11,02,30,16598,1,1,69,900,1
016373,002,11,02,58,26609,1,1,40,3364,1
016373,071,11,03,24,42332,1,1,40,576,1
016374,027,11,01,29,10849,1,1,30,841,1
016374,053,11,01,64,52851,1,1,45,4096,0
016374,053,11,02,58,56935,1,1,40,3364,1
016374,053,11,03,28,63361,1,1,36,784,1
016374,117,11,01,33,24445,1,1,72,1089,0
016374,130,11,03,26,9644,1,1,58,676,0
016375,124,11,01,47,5978,1,0,33,2209,1
016375,146,11,03,34,29889,1,1,41,1156,1
016375,168,11,01,61,35095,1,1,54,3721,0
016376,006,11,01,30,19301,1,1,45,900,0
016376,006,11,02,25,10904,1,1,72,625,1
016376,069,11,03,21,5815,1,1,16,441,1
016376,085,11,01,53,31620,1,1,55,2809,0
016376,085,11,03,24,20547,1,1,48,576,1
016376,085,11,04,34,50774,1,1,47,1156,1
016376,085,11,05,35,29076,1,1,55,1225,0
016377,020,11,01,29,18082,1,1,72,841,1
016377,042,11,01,54,47616,1,1,40,2916,0
016377,042,11,02,60,47616,1,1,40,3600,1
016377,042,11,03,26,22301,1,1,43,676,0
016377,076,11,01,40,47616,1,1,40,1600,0
016377,076,11,02,34,10246,1,1,25,1156,1
016377,107,11,01,34,17214,1,1,53,1156,1
016378,007,11,01,67,18653,1,1,30,4489,1
016378,031,11,01,34,25907,1,1,56,1156,0
016378,031,11,02,34,19058,1,1,60,1156,0
016378,109,11,01,51,41452,1,1,52,2601,0
016379,022,11,02,69,48546,1,1,40,4761,1
016379,100,11,01,58,31061,1,1,50,3364,1
016379,100,11,03,24,6593,1,1,30,576,0
016379,130,11,02,50,11669.033,1,1,100,2500,0
016379,145,11,02,31,28096,1,1,40,961,1
016379,145,11,03,30,33476,1,1,44,900,1
016380,036,11,01,62,16925,1,1,56,3844,1
016380,104,11,01,53,30227,1,1,48,2809,1
016381,042,11,01,33,21473,1,1,44,1089,1
016381,042,11,03,26,13886,1,1,48,676,1
016381,042,11,04,20,10737,1,1,48,400,1
016381,101,11,01,52,27438,1,1,44,2704,0
016381,101,11,02,42,18859,1,1,44,1764,1
016382,038,11,01,43,53700,1,1,40,1849,0
016382,075,11,01,75,69175,1,1,40,5625,1
016382,094,11,01,32,27569,1,1,51,1024,1
016382,113,11,01,54,19418,1,1,72,2916,0
016382,113,11,03,25,42541,1,1,58,625,0
016382,113,11,05,28,29199,1,1,56,784,1
016382,169,11,01,49,10788,1,0,48,2401,0
016382,188,11,02,33,24141,1,1,64,1089,0
016382,205,11,01,55,9771.1436,1,1,45,3025,0
016383,089,11,01,41,9071,1,1,48,1681,1
016383,119,11,01,41,38704,1,1,40,1681,0
016383,132,11,02,66,47775,1,1,40,4356,0
016384,001,11,01,38,25340,1,1,46,1444,1
016384,048,11,01,43,17879,1,1,40,1849,0
016384,080,11,02,35,7151,1,1,24,1225,1
016384,080,11,03,30,20978,1,1,63,900,1
016384,096,11,02,31,5960,1,1,11,961,0
016385,011,11,03,24,24126,1,1,24,576,1
016385,060,11,01,48,14538,1,1,50,2304,0
016385,060,11,03,26,24230,1,1,40,676,1
016385,060,11,04,24,32674,1,1,56,576,0
016385,078,11,01,53,23504,1,0,53,2809,0
016385,078,11,02,47,7269,1,1,24,2209,1
016385,078,11,04,25,14769,1,1,59,625,1
016385,094,11,01,48,11013,1,1,53,2304,1
016385,094,11,02,48,21080,1,1,45,2304,0
016386,011,11,01,45,19272,1,1,36,2025,1
016386,018,11,01,49,10857,1,1,48,2401,1
016386,025,11,01,51,25034,1,0,48,2601,0
016386,025,11,03,24,7238,1,1,44,576,0
016386,032,11,01,52,16791,1,1,64,2704,0
016386,032,11,02,51,12364,1,1,56,2601,1
016386,032,11,03,28,15719,1,1,48,784,0
016386,032,11,04,21,2895,1,1,26,441,0
016386,061,11,01,61,4697,0,1,40,3721,0
016386,061,11,02,33,49384,0,1,42,1089,0
016387,002,11,01,60,17895,1,1,30,3600,1
016387,028,11,02,46,29061,1,0,25,2116,1
016387,041,11,01,55,34596,1,1,30,3025,0
016387,041,11,02,53,21473,1,1,40,2809,1
016387,055,11,03,61,14316,1,1,36,3721,1
016388,021,11,01,26,12594,1,1,33,676,0
016388,026,11,01,34,15646,1,1,48,1156,0
016388,038,11,03,38,12063,1,1,45,1444,0
016388,054,11,02,28,7823,1,1,24,784,1
016389,003,11,01,38,16959,1,1,60,1444,0
016389,169,11,02,45,30237,1,1,92,2025,0
016390,022,11,03,25,4768,1,1,5,625,0
016391,034,11,01,58,37557,1,1,45,3364,0
016392,034,11,01,31,26125,1,1,56,961,0
016392,048,11,01,63,10380,1,0,48,3969,0
016392,075,11,01,53,20900,1,0,45,2809,0
016392,075,11,03,24,20420,1,1,48,576,1
016392,088,11,01,31,24023,1,1,45,961,0
016393,018,11,03,21,7874,1,1,48,441,1
016393,069,11,01,43,24228,1,1,59,1849,0
016393,100,11,05,27,9691,1,1,56,729,1
016394,001,11,01,28,15615,1,1,66,784,0
016394,014,11,01,41,36035,1,1,97,1681,0
016394,069,11,01,32,9009,1,1,48,1024,1
016395,030,11,01,59,4336,1,0,35,3481,0
016395,046,11,01,33,9636,1,1,45,1089,1
016395,046,11,02,36,40410,1,1,58,1296,0
016395,054,11,01,52,13490,1,1,39,2704,0
016395,069,11,03,36,6987,1,1,45,1296,1
016395,069,11,04,20,3120,1,1,17,400,1
016396,008,11,04,40,6653,1,1,18,1600,1
016396,050,11,01,50,9889,1,1,30,2500,1
016396,059,11,03,28,11387,1,1,66,784,1
016396,066,11,01,34,29967,1,1,45,1156,1
016397,029,11,01,38,17888,1,1,52,1444,0
016397,088,11,01,36,12095,1,1,35,1296,0
016398,017,11,02,60,18017,1,0,72,3600,0
016398,017,11,04,20,7207,1,1,56,400,1
016398,049,11,02,25,25080,1,1,44,625,1
016398,077,11,01,56,24035,1,1,90,3136,0
016399,025,11,01,77,724,0,0,16,5929,0
016399,097,11,01,39,1086,1,1,40,1521,1
016399,110,11,01,59,1930,1,1,44,3481,0
016400,074,11,01,47,22798,1,1,53,2209,0
016401,021,11,01,39,18171,1,1,41,1521,0
016401,068,11,03,38,26347,1,1,40,1444,0
016401,083,11,01,38,13701,1,1,98,1444,0
016402,024,11,01,40,26191.592,1,0,77,1600,0
016402,064,11,01,62,17895,1,1,60,3844,0
016403,022,11,02,24,6022,1,1,16,576,0
016403,055,11,03,20,12045,1,1,40,400,0
016404,007,11,01,57,32548,1,1,30,3249,1
016404,118,11,02,44,14466,1,1,48,1936,0
016404,155,11,01,62,9041,1,1,72,3844,1
016405,057,11,01,45,35173,1,1,36,2025,0
016405,146,11,01,32,7628,1,1,62,1024,0
016405,165,11,01,39,35757,1,1,40,1521,1
016405,187,11,04,23,14303,1,1,110,529,1
016406,013,11,01,53,18067,1,1,70,2809,1
016406,013,11,02,22,14454,1,1,54,484,0
016406,058,11,01,57,16863,1,1,87,3249,0
016407,011,11,02,40,12114,1,0,53,1600,0
016407,045,11,01,49,33919,1,1,14,2401,1
016407,045,11,03,24,4846,1,1,39,576,0
016407,079,11,02,39,21805,1,1,70,1521,0
016407,095,11,01,56,33919,1,1,56,3136,0
016408,045,11,01,47,7269,1,1,48,2209,0
016408,081,11,02,47,21110,1,1,38,2209,1
016408,098,11,01,40,12536,1,1,54,1600,0
016408,116,11,02,40,9663,1,1,73,1600,1
016408,134,11,01,45,20893,1,1,70,2025,0
016409,002,11,03,28,20128,1,1,24,784,0
016409,118,11,01,40,20325,1,1,84,1600,0
016410,001,11,01,41,43686,1,1,60,1681,0
016410,015,11,01,31,15483,1,1,48,961,1
016410,028,11,01,40,20803,1,1,72,1600,0
016411,047,11,01,68,4197,0,0,35,4624,0
016411,092,11,01,41,7862,1,1,73,1681,0
016412,001,11,01,21,5428,1,1,28,441,1
016412,004,11,01,41,19626,1,1,49,1681,0
016412,052,11,03,24,15079,1,1,35,576,1
016413,003,11,01,31,18642,1,1,72,961,0
016413,035,11,01,42,22646,1,1,108,1764,0
016413,035,11,02,42,23838,1,1,51,1764,1
016413,071,11,01,46,14303,1,1,65,2116,0
016414,014,11,02,49,15783,1,1,48,2401,0
016414,036,11,01,63,71578,1,1,55,3969,0
016414,036,11,02,55,12932,1,1,32,3025,1
016414,092,11,04,23,7221,1,1,34,529,0
016414,092,11,05,35,26985,1,1,31,1225,1
016415,122,11,02,23,7233,1,1,42,529,0
016416,083,11,01,47,18171,1,0,53,2209,0
016417,111,11,01,27,6031,1,1,25,729,1
016418,019,11,01,60,17867,1,0,52,3600,0
016418,019,11,02,44,15485,1,0,47,1936,1
016418,076,11,01,38,16855,1,0,54,1444,0
016419,002,11,03,28,30893,1,1,69,784,0
016419,021,11,01,49,15750,1,1,53,2401,0
016419,038,11,01,54,39980,1,1,40,2916,0
016419,038,11,02,54,43614,1,1,30,2916,1
016419,108,11,01,50,38998,1,0,30,2500,0
016419,108,11,02,51,38998,1,1,30,2601,1
016419,144,11,01,65,38768,1,1,30,4225,0
016420,010,11,01,32,3613,1,1,18,1024,1
016420,098,11,01,56,17814,1,1,61,3136,0
016420,098,11,03,21,13249,1,1,84,441,1
016420,141,11,01,25,16863,1,1,55,625,0
016420,141,11,02,20,3132,1,1,14,400,1
016421,054,11,01,54,52129,1,1,61,2916,0
016421,063,11,02,33,14901,1,1,45,1089,1
016422,002,11,01,36,12455,1,1,45,1296,0
016422,063,11,01,62,10653,1,0,40,3844,0
016422,063,11,03,39,14912,1,1,36,1521,1
016422,063,11,04,43,17895,1,1,30,1849,0
016422,125,11,01,38,21473,1,1,53,1444,0
016423,007,11,02,47,31645,1,1,42,2209,0
016423,035,11,02,53,15810,1,1,40,2809,0
016423,035,11,03,25,12115,1,1,72,625,0
016423,035,11,05,21,12115,1,1,72,441,0
016424,004,11,01,53,14538,1,0,54,2809,0
016424,016,11,01,53,10904,1,0,48,2809,0
016424,016,11,03,32,10807,1,1,40,1024,0
016424,016,11,05,23,6058,1,0,56,529,0
016424,029,11,01,36,19384,1,1,49,1296,0
016424,053,11,03,23,7269,1,1,48,529,1
016425,018,11,06,26,17980,1,1,48,676,0
016425,028,11,02,28,21576,1,1,58,784,0
016425,047,11,01,28,16601,1,1,71,784,0
016425,047,11,02,25,10354,1,1,74,625,1
016426,004,11,03,51,18878,1,1,42,2601,0
016426,021,11,02,49,13634,1,1,55,2401,0
016426,073,11,03,34,36164,1,1,40,1156,1
016426,073,11,05,29,22904,1,1,40,841,0
016426,073,11,06,26,26520,1,1,44,676,0
016427,082,11,01,38,36285,1,1,55,1444,1
016428,067,11,01,44,7862,1,0,60,1936,0
016429,007,11,01,57,25689,1,1,55,3249,0
016429,007,11,03,26,52010,1,1,28,676,0
016429,030,11,01,43,19287,1,1,41,1849,0
016429,030,11,02,37,36706,1,1,48,1369,1
016429,058,11,01,61,3616,1,1,70,3721,1
016429,070,11,01,52,25315,1,1,40,2704,0
016429,084,11,01,39,8077,1,1,12,1521,0
016430,010,11,02,47,6193,1,0,63,2209,1
016430,045,11,01,40,29889,1,1,42,1600,1
016430,059,11,01,55,6097,1,1,10,3025,1
016430,119,11,01,40,6396,1,1,24,1600,1
016430,119,11,02,38,15483,1,1,48,1444,0
016431,008,11,01,47,16877,0,1,45,2209,0
016431,024,11,02,26,9644,1,1,40,676,1
016431,054,11,01,62,4701,1,0,23,3844,1
016431,135,11,01,55,2652,0,0,77,3025,0
016432,004,11,01,40,9529,1,1,61,1600,1
016432,047,11,01,32,9529,1,1,54,1024,1
016432,060,11,03,23,21750,1,1,48,529,0
016432,070,11,01,60,5360,1,1,25,3600,0
016432,070,11,03,20,3573,1,1,50,400,0
016433,025,11,01,34,24913,1,0,48,1156,0
016433,025,11,02,31,12012,1,1,44,961,1
016433,043,11,01,49,27026,1,1,46,2401,0
016433,043,11,03,25,5993,1,1,20,625,1
016433,074,11,01,66,15571,1,0,16,4356,0
016433,074,11,04,44,15615,1,1,32,1936,1
016434,008,11,01,56,65914,1,1,42,3136,1
016434,046,11,02,30,33371,1,1,40,900,0
016435,035,11,02,53,14414,1,1,71,2809,1
016435,035,11,03,28,9009,1,1,47,784,0
016435,112,11,01,20,17729,1,1,45,400,0
016436,032,11,01,32,20180,1,1,52,1024,0
016436,073,11,01,38,21621,1,1,60,1444,1
016436,100,11,01,35,14414,1,1,70,1225,0
016437,006,11,01,52,10322,1,1,42,2704,1
016437,048,11,02,37,32878,1,1,38,1369,1
016437,105,11,02,36,18580,1,1,70,1296,1
016438,011,11,01,37,2861,1,0,56,1369,0
016438,023,11,01,55,2861,1,0,35,3025,0
016438,081,11,01,50,14303,1,1,55,2500,0
016438,081,11,02,46,26127,1,1,48,2116,1
016438,093,11,01,65,5960,1,1,68,4225,0
016439,009,11,01,34,27017,1,1,58,1156,0
016439,010,11,02,22,12346,1,1,36,484,0
016439,011,11,01,40,19272,1,1,90,1600,0
016439,012,11,01,40,4216,1,1,102,1600,0
016439,216,11,01,30,12647,1,1,112,900,0
016440,006,11,01,46,17895,1,0,54,2116,0
016440,118,11,01,31,7158,1,0,74,961,0
016440,119,11,01,48,17895,1,1,81,2304,0
016440,119,11,02,52,17895,1,0,36,2704,1
016440,123,11,01,46,8351,1,0,51,2116,0
016441,041,11,01,54,9692,1,0,49,2916,0
016441,142,11,01,63,16961,1,0,78,3969,0
016441,146,11,01,52,10904,1,0,57,2704,0
016441,147,11,02,39,14538,1,1,52,1521,0
016442,144,11,01,57,6027,1,0,59,3249,0
016442,144,11,03,26,14466,1,1,60,676,0
016443,018,11,01,63,17980,1,1,59,3969,0
016443,071,11,03,27,23494,1,1,56,729,0
016443,071,11,04,22,43152,1,1,24,484,0
016443,074,11,01,46,24573,1,1,39,2116,0
016444,014,11,01,57,6047,1,1,40,3249,0
016444,037,11,01,57,4196,1,0,16,3249,0
016444,117,11,02,22,13425,1,1,40,484,1
016446,012,11,01,35,11611,1,0,52,1225,1
016446,116,11,02,28,24228,1,1,45,784,1
016446,117,11,01,42,12397,1,1,54,1764,0
016447,006,11,01,50,7233,1,0,97,2500,0
016447,006,11,03,20,7802,1,1,24,400,0
016447,132,11,02,61,3121,1,0,46,3721,1
016448,009,11,01,42,37620,1,1,102,1764,0
016448,092,11,01,42,14466,1,1,57,1764,0
016450,036,11,01,42,2903,1,0,60,1764,0
016451,021,11,01,54,14914,1,1,48,2916,1
016451,022,11,01,72,1575,1,0,62,5184,0
016451,022,11,03,41,3877,1,1,90,1681,0
016451,022,11,04,25,5452,1,1,13,625,0
016451,022,11,05,21,3635,1,1,35,441,1
016451,023,11,01,38,23755,1,1,84,1444,0
016451,153,11,01,46,7269,1,1,93,2116,0
016451,153,11,03,23,12115,1,1,60,529,1
016451,155,11,01,29,10928,1,1,78,841,1
016452,104,11,01,25,17895,1,1,58,625,0
016452,233,11,01,39,3221,1,1,70,1521,0
016453,038,11,02,37,11919,1,1,52,1369,0
016454,013,11,01,44,21681,1,0,62,1936,0
016454,013,11,03,23,6022,1,1,38,529,0
016454,013,11,04,21,14454,1,1,25,441,0
016454,014,11,02,21,24113,1,1,95,441,0
016454,015,11,01,80,241,1,0,42,6400,1
016454,074,11,01,68,1036,1,0,48,4624,1
016454,076,11,01,59,18067,1,1,60,3481,0
016455,006,11,02,34,13485,1,1,61,1156,1
016455,082,11,01,44,9589,1,1,55,1936,0
016455,082,11,03,20,5993,1,1,21,400,1
016455,143,11,01,62,26071,1,1,40,3844,0
016456,005,11,01,58,1206,1,0,60,3364,0
016456,006,11,01,51,12063,1,0,101,2601,0
016456,115,11,01,43,17370,1,0,70,1849,0
016456,115,11,03,20,9650,1,1,84,400,1
016456,117,11,02,53,14475,1,0,54,2809,0
016457,194,11,01,49,599,1,1,64,2401,0
016457,195,11,01,60,17980,1,1,64,3600,0
016458,135,11,02,32,13390,1,1,81,1024,1
016459,024,11,01,79,1927,0,0,50,6241,0
016459,090,11,01,65,5480,1,0,54,4225,0
016459,090,11,02,61,1807,1,0,56,3721,1
016459,090,11,03,32,18067,1,1,62,1024,0
016459,094,11,01,71,2614,1,0,47,5041,1
016460,006,11,01,57,18171,1,0,56,3249,0
016460,073,11,02,44,9691,1,0,32,1936,0
016461,068,11,01,43,4701,1,0,29,1849,0
016461,068,11,02,42,4701,1,0,24,1764,1
016461,095,11,02,51,2423,1,0,53,2601,1
016461,137,11,01,32,16888,1,1,53,1024,0
016462,005,11,01,64,1808,1,0,22,4096,0
016462,087,11,01,47,14466,1,0,70,2209,0
016462,088,11,01,48,24158,1,1,57,2304,0
016463,036,11,02,38,31017,1,1,72,1444,0
016463,125,11,01,46,15568,1,1,60,2116,0
016463,126,11,01,54,1193,1,1,38,2916,0
016463,127,11,01,61,2064,1,0,44,3721,0
016463,128,11,02,20,6189,1,1,32,400,0
016464,024,11,02,59,2665,1,0,76,3481,0
016465,129,11,01,41,5177,1,1,70,1681,1
016466,001,11,01,29,15615,1,1,48,841,0
016466,002,11,01,52,9609,1,0,50,2704,1
016466,039,11,01,45,18078,1,0,53,2025,0
016466,041,11,01,42,14414,1,0,51,1764,0
016467,009,11,01,52,4772,1,1,82,2704,1
016467,009,11,02,56,21473,1,1,50,3136,0
016467,009,11,03,28,14316,1,1,30,784,1
016467,072,11,02,33,21473,1,1,54,1089,0
016467,125,11,02,31,8351,1,1,56,961,1
016468,045,11,04,29,18017,1,1,58,841,1
016468,046,11,05,24,15615,1,1,72,576,1
016468,182,11,01,37,7207,1,1,73,1369,0
016468,184,11,01,55,6246,1,1,35,3025,0
016469,169,11,03,22,16601,1,1,45,484,0
016470,147,11,01,48,9529,1,0,51,2304,0
016472,031,11,01,43,18142,1,1,57,1849,0
016474,010,11,01,60,12115,1,0,53,3600,0
016474,010,11,03,23,13327,1,1,46,529,0
016474,082,11,01,44,14538,1,0,50,1936,0
016475,010,11,01,49,964,1,0,42,2401,1
016475,078,11,01,58,18067,1,0,48,3364,0
016476,006,11,02,50,23911,1,1,63,2500,1
016476,006,11,03,21,23911,1,1,74,441,0
016476,009,11,01,55,9565,1,1,56,3025,0
016477,031,11,01,44,5978,1,0,38,1936,1
016477,163,11,01,56,2032,1,0,45,3136,1
016478,197,11,01,44,14538,1,1,55,1936,0
016478,197,11,09,20,13448,1,1,55,400,1
016478,199,11,01,48,9692,1,0,50,2304,0
016478,204,11,01,44,14538,1,0,48,1936,0
016478,206,11,01,45,14538,1,0,47,2025,0
016478,240,11,01,30,9692,1,0,53,900,0
016479,081,11,03,23,9893,1,1,60,529,1
016479,084,11,01,46,4291,1,0,34,2116,0
016480,513,11,01,63,1454,1,0,46,3969,0
016480,520,11,01,51,14537,1,0,55,2601,0
016481,065,11,01,57,20758,1,0,47,3249,0
016481,067,11,01,32,18730,1,1,50,1024,0
